family,backbone,optimizer,status,train_seconds,ap,ap50,ap75,phase,run_index,effective_batch_size,effective_image_size,wall_seconds,resumed,resume_from,checkpoint_path,latency_ms
fasterrcnn,resnet50,sgd,ok,1538.125046491623,0.11888435705826238,0.25308639856007586,0.09429127005878102,sanity-fast,1,2,512,1568.6638808250427,,,,
yolo,resnet50,sgd,ok,812.2081098556519,0.363869077352785,0.5122125841933018,0.383012207823357,sanity-fast,2,4,512,828.6833004951477,False,,,
fasterrcnn,resnet18,sgd,ok,1133.5769107341766,0.03911426746551788,0.08304657536127143,0.031165538191536637,sanity-fast,3,2,512,1153.6256873607635,,,,
yolo,resnet18,sgd,ok,803.291957616806,0.2807152959798941,0.40704778015541265,0.3004188463794743,sanity-fast,4,4,512,818.6763691902161,False,,,
fasterrcnn,resnet50,adam,ok,1629.6834182739258,0.1084306625883979,0.2322194808717509,0.07618133444079822,sanity-fast,5,2,512,1656.476595878601,,,,
yolo,resnet50,adam,ok,817.3486289978027,0.01383221210024347,0.026380003324451486,0.013207111724287905,sanity-fast,6,4,512,832.7372422218323,False,,,
